"Stocks","Bonds"
0.175166282313987,0.109939169147851
0.0759253573735058,-0.0599653087570907
0.444809339388996,0.0446814489535652
-0.261167938853234,-0.0567378331933687
0.0581980720614946,0.00344038259027609
0.0531044050042917,0.0183746815380901
0.11795876189584,0.048152118152881
0.0499944502855145,0.0442291165115983
0.161595699612009,0.0139205226052915
0.140697217007231,-0.0988003664308642
0.0796346301482031,0.072180997826848
0.283240265656272,0.0970061519439217
-0.0265068456553177,0.0157542618110423
0.104505906597226,0.0125744001593509
-0.139078578315409,-0.0141798430522975
-0.0155857822280198,-0.00246449536305858
-0.0470048986532158,-0.0132507287108611
0.36867288780353,-0.014502146435601
0.289122132359108,-0.0150806082330991
0.171814322349261,-0.0324453216676923
0.328687689320214,-0.0457674879561552
0.17334969362161,0.119201054486964
0.0657340176862317,0.000983218306114555
-0.163791132498876,-0.00192265917010887
0.227224470666589,-0.0122225837549889
-0.079399433896617,0.0368411220452642
0.191375810209448,0.0555722053957888
0.0363507129756902,0.0174522630617081
-0.0386157443633938,0.100517360257062
0.118582950517197,0.0799017782983561
0.189619999799385,-0.0234591188255624
0.0515793553011552,-0.0325850190493788
0.159549781072346,0.0199624559851636
0.239671453383644,0.0518252608506861
-0.0197475257027813,-0.0573603275292525
0.0083706247889218,-0.00903006288192949
-0.122651889780789,-0.00614586920258136
0.312629003156971,0.019595933526992
-0.115782540044938,0.0661681017805219
0.143521896129131,0.00271755305759424
-0.0233638755036961,-0.00179832398373421
0.0354650529108527,-0.0292667552888903
-0.106732581521831,0.000841425792316004
0.208927863220144,0.0481694864998999
0.162536543982343,-0.0492866574797348
-0.102387623118289,-0.0404496108225956
-0.0133506825973395,-0.0452112054348732
0.233292549734481,0.0800147702909102
-0.271273972472575,0.00265750880965694
-0.0141230519519667,0.0361261895643
-0.124942984507159,0.0226909041725175
0.0414162502517396,0.0880484940763028
0.195218591891398,0.0360606930929657
-0.151790794696307,0.0159242603444478
0.264252503876318,0.026686728868424
0.17504691815661,0.0942869882101784
-0.133964339567431,0.0429069112963739
-0.0113253453493384,0.00221661874618459
0.0402582724474185,-0.023260742625768
0.262419934656995,-0.0624774911234996
0.291072843511768,0.0088726726076515
0.227596487160382,-0.0335936273459917
-0.0133768228001499,0.077221322299309
-0.0502598889773714,0.0165342461342795
-0.0328338041608869,-0.0295384450903953
-0.0328982258967246,0.0294614316382473
0.157336123538489,0.0717691083719716
0.232473284557106,0.030659122920971
-0.217348865034746,0.0486796189869927
-0.196158205135686,0.00739623501482919
0.174742161052487,-0.0159376080412482
0.162962172961715,0.0867713072215694
-0.11692695276545,-0.0331767128520487
0.158834463106296,0.163700099644114
0.0907497493654237,-0.0461320776806039
-0.0864798003309008,-0.0331824880532955
0.023369475951727,0.078709303642365
0.0219152440184818,-0.0151209601508097
0.34623918119262,0.0304179428454621
-0.0218623387730542,0.00969527577033777
0.32138101607604,0.00706125100721591
0.00161004131722049,0.0251544488825616
0.0389317986519121,-0.020177954969608
0.16193269828866,0.0998415856968501
0.270594081069401,-0.0625332430424138
0.0596988228706054,0.0812235214206564
-0.148137233159467,0.0237267928425341
0.0592506815266116,-0.124087417074789
0.215087686181243,0.034395166919914
0.115470828610422,0.0644610980822688
-0.114546171781405,-0.0143119432798464
-0.140926468948304,-0.00584800968227482
-0.0665017260404938,0.0475123344985294
0.144769656757744,0.0776430144052696
0.184674204238776,0.0130583372479994
0.141631239209664,-0.0185264771331584
0.0292121603465614,0.0195561456078664
0.073630628816359,-0.00284209799496245
-0.187396426352793,0.05426681496736
0.243645400117619,-0.0748260704266961
0.561691645875801,-0.0308785567486797
-0.0299575506876271,0.00596952187121235
0.178696055279568,0.0847926254299438
0.0373782809215214,0.128417872233041
0.112038613549113,0.030881870761324
0.0606109763333096,0.0203653173682691
-0.191493027637618,-0.00555094968623627
0.0653539772380099,-0.0710697383905124
-0.193593648739759,-0.0817136815339262
0.095174133061438,0.00617170297934056
0.295730790235083,-0.00789476650268614
0.185948583082265,0.0873274785832862
-0.493477803076549,-0.09557841666887
0.076079456581111,-0.0313262855089494
0.00323948781006389,0.0717561251772866
0.220409610431072,0.014425516179881
0.0653770626621336,0.0968864642050711
0.0981436046453541,-0.0104482324992409
0.0561045569560645,-0.00377040337079733
0.0150244263281894,0.12143992203764
-0.0491001081457374,0.0219036360915997
-0.102460326543471,-0.0347101590286988
0.234807174132767,0.0804795580706225
0.22090436066861,0.090068362559537
0.269781606700786,-0.101833243241107
0.0678195233598326,0.0972963019093186
0.123160266087255,0.0251973516609196
0.0584399028239368,0.135751169190604
-0.00370490297339089,-0.0472043048372213
0.132007427357274,0.0835112800023837
0.179562095941631,0.0603881425669452
0.195711320433429,0.0224327421991541
0.138384948130936,0.0479679479598635
0.243860341793013,0.0502413886651896
0.0127589836404659,0.0725275881598415
-0.000710787470884183,-0.0365784364059276
